ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,Field1,Field3,Field2,MYKEY,SIT,STATE,",,,,,,,,,"
41072,1,4,72,1,20,1,2,8,7,2,3,3,2,3,0,1,0,0,0,0,0,0,1,3,1,3,3,2,2,3,1,2,2,2,1,anger,2,3,410723,"A friend of mine had promised to arrange me some tickets for a á concert which I considered important.  He could not get them the á way he thought he would, so he gave up the whole thing.",1,",,,,,,,,"
41072,1,4,72,1,20,1,2,8,7,2,4,1,2,2,1,0,0,1,0,0,1,0,1,3,2,3,3,1,4,1,1,1,0,0,1,sadness,2,2,410724,I was sad when I saw that a beautiful girl was not attainable.,1,",,,,,,,,,"
41072,1,4,72,1,20,1,2,8,7,2,6,3,2,2,1,1,2,2,0,0,0,0,2,2,2,3,2,1,1,3,0,2,2,2,1,shame,2,2,410726,"While attending some affairs, which were taking some time, with á a bank officer, I felt that my clothes and appearance were out of place, too á raggy.",1,",,,,,"
41072,1,4,72,1,20,1,2,8,7,2,7,3,3,2,0,1,0,0,0,0,0,0,0,2,2,3,2,1,1,3,2,0,3,0,1,guilt,3,2,410727,"One evening I went out with some friends of mine, although I was á supposed to stay at home with my little sister who is 11.",1,",,,,,,,,"
41073,1,4,73,1,21,1,2,5,6,9,1,1,3,2,0,0,2,2,0,1,0,0,0,1,2,1,2,1,4,4,1,2,3,1,0,joy,3,2,410731,While watching an entertainment program in which there was a clever  á and amusing sketch.,1,",,,,,,,,,"
41073,1,4,73,1,21,1,2,5,6,9,2,4,1,1,1,0,0,0,0,0,0,0,0,1,1,3,2,3,2,5,3,2,2,1,0,fear,1,1,410732,"When I was in the army, a room mate of mine came back from á furlough and threatened another fellow with a knife.",1,",,,,,,,,"
41073,1,4,73,1,21,1,2,5,6,9,3,4,2,2,2,0,0,0,0,0,0,0,0,3,2,3,2,3,2,4,1,2,2,0,0,anger,2,2,410733,"The last day of school is traditionally celebrated by singing a á song about all the students who are leaving.  In the song á about me, there were things which irritated me a lot.",1,",,,,,,,,"
41073,1,4,73,1,21,1,2,5,6,9,4,3,3,3,0,1,0,0,0,0,0,0,0,2,1,3,2,1,3,4,1,2,2,0,1,sadness,3,3,410734,"I worked for seven months in a factory, and made friends with a á fellow worker.  Later, I visited my former fellow workers and was á told that, while in the army, my friend had shot himself.",1,",,,,,"
41073,1,4,73,1,21,1,2,5,6,9,5,4,1,1,1,0,0,2,0,1,0,0,0,1,3,3,2,2,2,5,1,2,2,0,0,disgust,1,1,410735,The behaviour of a fellow towards me and some others in the army á was really mean.  I detested this.,1,",,,,,,,,,"
41073,1,4,73,1,21,1,2,5,6,9,6,4,3,3,0,0,1,0,0,0,0,0,0,3,2,3,2,1,1,4,1,1,1,3,0,shame,3,3,410736,"I tried to date a girl, but she refused.",1,",,,,,,,,"
41073,1,4,73,1,21,1,2,5,6,9,7,3,2,3,1,1,1,1,1,0,0,0,2,2,1,3,2,1,1,4,2,2,2,0,1,guilt,2,3,410737,"While doing some calculation exercises, I neglected a part of it, á though I had marked it as done.  By chance, I was asked to á demonstrate this very part on the blackboard.",1,",,,,,,"
41074,1,4,74,1,22,8,2,4,6,2,1,4,4,4,1,0,0,2,0,0,0,0,1,1,3,1,1,0,1,5,1,3,2,3,0,joy,4,4,410741,"In the army, my result at the shooting exercises got á me a three day furlough.",1,",,,,,,,,"
41074,1,4,74,1,22,8,2,4,6,2,2,4,2,4,2,0,0,2,0,0,1,0,3,3,1,3,3,3,2,2,1,1,1,0,1,fear,2,4,410742,"When I was 8 years old, I would usually come home from school á with my mother in a car.  For the first time I had to take the á school bus, and I mistook the bus stop and found myself two á kilometres away from where I lived.  I was very scared, wondering á how I would get back home.",1,",,,,,,"
41074,1,4,74,1,22,8,2,4,6,2,3,1,1,3,1,0,0,2,0,0,0,1,2,1,1,2,2,3,3,1,3,2,2,3,0,anger,1,3,410743,I read in the newspaper that the Student Lodging Fund was going á to build new appartments for refugees (in my opinion this is the á state's affair).  This is when only a fractoin of the students á can find an appartment.,1,",,,,,,,,,"
41074,1,4,74,1,22,8,2,4,6,2,4,1,1,2,0,1,1,1,0,0,0,0,0,2,1,1,2,1,0,4,0,2,2,0,1,sadness,1,2,410744,I lead a rather secure life.  The only thing I can remember is a á song from the nineteenth century which is against alcohol.  Both á the melody and the word (although naive) effected my emotions.,1,",,,,,,,,,"
41074,1,4,74,1,22,8,2,4,6,2,5,1,2,4,2,0,0,2,1,0,0,0,0,1,1,3,2,3,3,1,3,2,1,0,0,disgust,2,4,410745,"Yesterday in the elevator a man started smoking, this is á something I just can not tolerate.",1,",,,,,,,,"
41074,1,4,74,1,22,8,2,4,6,2,6,4,3,3,4,1,2,2,1,0,0,0,0,3,1,3,3,3,1,1,1,1,1,0,1,shame,3,3,410746,In primary school I once faltered while answering a question and á the others started laughing.,1,",,,,,,,,,"
41074,1,4,74,1,22,8,2,4,6,2,7,1,1,2,3,0,2,1,0,0,0,0,0,3,3,3,3,3,1,4,1,1,2,0,0,guilt,1,2,410747,[ Generally when I am shopping I feel like I were guilty of all á the thefts through the year (I have never stolen).],1,",,,,,,,,,"
41075,1,4,75,1,21,1,2,5,6,9,1,4,4,4,3,0,2,2,1,0,0,0,1,1,3,1,1,1,3,1,1,3,3,0,0,joy,4,4,410751,When my favourite football team made a goal and was about to á win the Cup of England.,1,",,,,,,,,,"
41075,1,4,75,1,21,1,2,5,6,9,2,4,1,4,0,0,0,1,0,0,1,0,0,1,1,3,3,0,4,4,1,1,0,0,1,fear,1,4,410752,I was less than 10 years old when our neighbour's dog chased me á to the roof of a small shed and there seemed to be no hope of á getting away from there.,1,",,,,,,,,,"
41075,1,4,75,1,21,1,2,5,6,9,3,1,1,4,2,0,2,2,0,0,0,1,2,1,2,3,3,3,0,5,2,3,1,0,0,anger,1,4,410753,"While playing a ball game, I was just about to make a goal when I á was thrown off my feet, and I failed to score the goal.",1,",,,,,,,"
41075,1,4,75,1,21,1,2,5,6,9,4,3,4,2,0,1,0,0,0,0,0,0,0,2,1,3,1,3,4,4,0,0,0,0,1,sadness,4,2,410754,"When I heard about the death of Frantois Truffaut, the French motion  á picture director, on the radio.  I had planned to go and see his á last film.",1,",,,,,,,"
41075,1,4,75,1,21,1,2,5,6,9,6,3,4,3,2,0,2,1,1,0,0,0,0,3,2,3,2,0,1,5,2,1,0,1,0,shame,4,3,410756,I had misbehaved at a party and did not wish to meet the person á in question later.,1,",,,,,,,,,"
41075,1,4,75,1,21,1,2,5,6,9,7,1,1,3,1,1,0,2,0,0,0,0,0,2,1,3,3,1,1,5,0,1,1,0,1,guilt,1,3,410757,"While playing a ball game, I made a mistake and we lost the game.",1,",,,,,,,,"
41076,1,4,76,1,25,1,2,2,0,2,1,1,2,2,3,0,2,1,0,0,0,0,0,1,3,1,2,0,0,4,0,2,2,2,0,joy,2,2,410761,When I was in the sauna bath.,1,",,,,,,,,,"
41076,1,4,76,1,25,1,2,2,0,2,2,2,3,1,0,1,2,1,0,0,0,0,0,1,1,3,2,1,1,4,1,2,2,0,1,fear,3,1,410762,I had a dream in which I was an African elephant.,1,",,,,,,,,,"
41076,1,4,76,1,25,1,2,2,0,2,3,1,1,1,1,1,0,1,1,1,0,0,0,2,1,2,1,2,4,1,1,2,2,3,1,anger,1,1,410763,"When I came for the lesson, it was cancelled and I had to fill in á a questionnaire instead.",1,",,,,,,,,"
41076,1,4,76,1,25,1,2,2,0,2,4,2,3,2,3,1,2,1,0,0,0,0,1,1,1,3,3,1,4,5,0,0,2,1,1,sadness,3,2,410764,"When my car froze, and I could not start it.",1,",,,,,,,,"
41076,1,4,76,1,25,1,2,2,0,2,5,1,1,2,0,1,0,1,0,0,0,0,0,2,2,2,2,2,4,3,2,2,2,0,1,disgust,1,2,410765,When I saw our computer teacher.,1,",,,,,,,,,"
41076,1,4,76,1,25,1,2,2,0,2,6,1,1,1,1,1,2,1,0,1,0,0,0,2,2,3,2,1,1,1,1,1,2,1,1,shame,1,1,410766,"When I was going downhill on skis, and fell down twice the first á time.",1,",,,,,,,,"
41076,1,4,76,1,25,1,2,2,0,2,7,3,1,1,2,1,0,1,1,0,0,0,0,2,1,3,3,2,1,5,1,1,2,1,1,guilt,1,1,410767,When I was involved in a car crash.,1,",,,,,,,,,"
41077,1,4,77,1,22,1,2,7,7,7,1,2,1,1,0,0,0,1,0,1,0,0,0,2,3,1,1,1,1,4,1,3,2,0,0,joy,1,1,410771,I passed an exam which I thought I had failed.,1,",,,,,,,,,"
41077,1,4,77,1,22,1,2,7,7,7,2,4,2,2,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,1,2,2,0,0,0,fear,2,2,410772,My mother had not come home at midnight.  She had forgotten to á tell me about it.  I was very young and all alone at home.,1,",,,,,,,,,"
41077,1,4,77,1,22,1,2,7,7,7,3,2,1,3,2,0,0,1,1,0,0,1,1,1,1,3,2,2,2,5,1,2,2,2,0,anger,1,3,410773,My girlfriend started singing (she cannot sing) and did not stop á despite my asking her to do so.,1,",,,,,,,,,"
41077,1,4,77,1,22,1,2,7,7,7,4,4,4,3,0,1,0,1,0,0,1,0,0,3,3,3,2,1,0,4,0,2,2,0,2,sadness,4,3,410774,When my grandmother died of cancer.,1,",,,,,,,,,"
41077,1,4,77,1,22,1,2,7,7,7,5,4,1,2,0,0,0,0,1,0,0,0,0,1,2,3,0,1,3,4,0,2,2,1,0,disgust,1,2,410775,"When I was still a child, I saw a horror film on TV in which á there was a rotten human skull.",1,",,,,,,,,"
41077,1,4,77,1,22,1,2,7,7,7,6,4,2,3,1,0,2,0,1,0,0,0,0,3,1,3,3,1,1,2,2,2,1,0,0,shame,2,3,410776,"As a small boy, I took a coin from an empty taxi cab.  My mother á saw it and told the driver about it.  I even knew the driver.",1,",,,,,,,,"
41077,1,4,77,1,22,1,2,7,7,7,7,4,4,2,0,0,0,0,0,0,0,0,1,3,2,1,2,2,1,3,3,2,1,0,0,guilt,4,2,410777,When I betrayed my former girlfriend.,1,",,,,,,,,,"
81001,1,8,1,2,22,2,2,6,6,1,3,2,3,4,1,0,1,3,0,0,0,1,0,2,1,3,3,0,2,3,0,1,2,1,0,anger,3,4,810013,"New Year's Eve party in the country, I hardly knew a person; my á partner spent most of the time at the bar. I had little á opportunity to get to know people because our table was separated á and my boyfriend's parents were present.",1,",,,,,,,,"
81001,1,8,1,2,22,2,2,6,6,1,4,2,3,3,0,1,0,1,1,0,0,0,0,2,3,3,2,0,0,1,3,0,2,0,1,sadness,3,3,810014,"Christmas Eve: there was a tension between my parents, they did á not even try to restore a harmonic atmosphere. Mother stayed in á her room almost the whole day. I felt alone and was very sad.",1,",,,,,,,,"
81001,1,8,1,2,22,2,2,6,6,1,5,1,4,4,0,0,0,1,0,0,0,1,0,1,1,3,0,3,2,3,3,0,1,3,0,disgust,4,4,810015,"Father said: If you are pregnant, you will have to procure á abortion. I was filled with disgust against my father.",1,",,,,,,,,"
81001,1,8,1,2,22,2,2,6,6,1,6,3,4,4,0,1,2,0,1,0,0,0,0,2,2,3,3,0,1,3,3,1,1,0,1,shame,4,4,810016,"I had an intimate relation with my boyfriend, but unfortunately á we had sexual problems; therefore I deceived him, but I was á ashamed when I told my friend about it.",1,",,,,,,,"
81001,1,8,1,2,22,2,2,6,6,1,7,1,2,2,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1,5,0,0,2,1,0,guilt,2,2,810017,I work at a commercial house from 7 to 10 a.m. On a very cold day á in winter I was late - and let a fellow worker stand in the cold á for half an hour.,1,",,,,,,,,,"
81002,1,8,2,2,21,1,2,6,6,1,1,2,4,4,1,0,0,2,1,0,0,0,1,1,2,1,1,1,4,4,0,3,2,3,0,joy,4,4,810021,"After one year of searching, my friend and I have found a flat we á are able to pay for.",1,",,,,,,,,"
81002,1,8,2,2,21,1,2,6,6,1,2,4,2,4,3,0,1,2,1,0,1,0,2,1,1,3,2,3,4,1,0,2,0,0,1,fear,2,4,810022,Car accident in the middle of the night.,1,",,,,,,,,,"
81002,1,8,2,2,21,1,2,6,6,1,3,4,3,4,3,1,0,1,1,0,0,0,1,2,2,3,3,3,3,5,0,1,1,0,1,anger,3,4,810023,"At the weekend I wanted to be absent from school because of a á sports event, but my teacher refused to give me the day off á because he didn't like me.",1,",,,,,,,,"
81002,1,8,2,2,21,1,2,6,6,1,4,4,3,4,0,0,0,1,0,0,1,0,0,1,1,3,2,0,4,4,0,0,0,0,1,sadness,3,4,810024,"When I was six years old, my favourite cat died.",1,",,,,,,,,"
81002,1,8,2,2,21,1,2,6,6,1,5,3,1,3,1,0,0,1,0,0,0,0,0,1,1,3,2,0,4,1,0,2,0,1,0,disgust,1,3,810025,A gigantic spider climbed over my face and what is more - in my á own flat.,1,",,,,,,,,,"
81002,1,8,2,2,21,1,2,6,6,1,6,4,4,4,0,1,0,3,1,1,1,0,0,3,0,3,3,0,1,2,0,1,0,0,2,shame,4,4,810026,I was very fat and felt absolutely unwell. I was afraid of á leaving the house and getting to know new people.,1,",,,,,,,,,"
81002,1,8,2,2,21,1,2,6,6,1,7,3,4,4,0,2,0,1,1,0,1,1,0,3,1,3,0,2,3,3,3,1,1,0,3,guilt,4,4,810027,I was said to be responsible for my mother getting ill and á growing thin. I did not realize that it really was my fault until á several weeks later.,1,",,,,,,,,,"
81003,1,8,3,1,22,2,1,7,6,1,1,4,4,4,3,1,2,4,1,1,0,0,2,1,1,1,1,1,4,4,1,3,0,0,1,joy,4,4,810031,"I won a car in a prize-competition. The moment I was informed á about it, I felt joy.",1,",,,,,,,,"
81003,1,8,3,1,22,2,1,7,6,1,2,3,4,2,0,0,0,2,0,0,0,0,0,2,2,3,2,0,4,3,0,0,3,0,0,fear,4,2,810032,"My sister had to undergo a very complicated operation, her á eyesight was at stake.",1,",,,,,,,,"
81003,1,8,3,1,22,2,1,7,6,1,3,1,1,4,2,0,0,3,0,0,0,1,1,1,2,3,3,2,2,1,0,2,2,0,0,anger,1,4,810033,I had a quarrel with my parents; I was convinced to be right.,1,",,,,,,,,,"
81003,1,8,3,1,22,2,1,7,6,1,5,4,2,3,3,0,0,3,0,0,0,0,1,1,3,3,0,0,3,1,3,1,1,0,0,disgust,2,3,810035,"Scuffle in a carriage of the underground in Vienna, three drunk á men thrashed a man in a wheel chair - I watched the scene from á another carriage.",1,",,,,,,,,"
81003,1,8,3,1,22,2,1,7,6,1,6,3,4,1,2,0,2,2,1,0,0,1,0,3,3,3,3,1,4,2,2,1,1,0,0,shame,4,1,810036,I put an end to a friendship with a girl - I had only pretended á love and affection to be able to sleep with her.,1,",,,,,,,,,"
81003,1,8,3,1,22,2,1,7,6,1,7,3,4,1,1,1,1,0,0,0,0,1,0,3,1,3,2,1,1,4,3,2,1,0,1,guilt,4,1,810037,A young girl tried to put an end to her life because of lover's á grief; not until she was in hospital I heard that I had been the á reason for her action.,1,",,,,,,,,,"
81004,1,8,4,2,18,2,2,2,1,1,1,3,4,4,2,0,1,2,0,1,0,0,2,1,1,1,1,1,4,1,0,3,3,0,0,joy,4,4,810041,"In order to be admitted to my final examination, I had to pass á two examinations. As I had not studied very much, I resigned á myself to be left behind. Nevertheless I succeeded in these á examinations.",1,",,,,,,,"
81004,1,8,4,2,18,2,2,2,1,1,2,4,4,4,3,1,2,3,1,0,1,1,2,3,1,3,3,3,1,3,0,1,1,3,2,fear,4,4,810042,"I had not told my parents about my bad marks in school. One day, á my father wanted to speak to the teachers. Fortunately I could á influence my parents to take it easy.",1,",,,,,,,,"
81004,1,8,4,2,18,2,2,2,1,1,3,3,3,4,1,0,2,2,0,0,1,1,2,1,2,3,3,3,2,5,0,1,1,3,1,anger,3,4,810043,"I wanted to go to a friend of mine who had a party; at the moment á I wanted to leave, my father said I couldn't go because he needed á me for some work in the afternoon.",1,",,,,,,,,"
81004,1,8,4,2,18,2,2,2,1,1,4,3,3,2,2,0,2,2,1,0,0,0,1,1,2,3,3,0,4,1,0,2,3,0,0,sadness,3,2,810044,"A friend of mine, who had repeated a year at school once before, á did not pass the final examination and had to take it again half á a year later.",1,",,,,,,,"
81004,1,8,4,2,18,2,2,2,1,1,5,2,3,3,1,1,0,3,0,0,0,1,2,3,1,3,2,1,2,5,2,3,1,3,1,disgust,3,3,810045,"Eco-activists demonstrated against a project to build a power station á at the Danube in the middle of a lowland forest (Hainburg) and á the government decided to delay it for another year. When my á father heard about it, he said that we needed another Hitler.",1,",,,,,,,,"
81004,1,8,4,2,18,2,2,2,1,1,6,4,2,3,1,1,0,1,0,1,0,0,1,1,2,3,0,3,2,2,2,2,1,3,1,shame,2,3,810046,There was a time when my room looked terribly untidy; just at á that time my aunt came to see me; fortunately I could prevent her á from entering the room.,1,",,,,,,,,,"
81004,1,8,4,2,18,2,2,2,1,1,7,2,3,3,2,0,2,1,0,0,0,1,1,3,2,3,3,2,1,2,1,2,1,3,0,guilt,3,3,810047,"I was supposed to fetch some friends at the bus stop, but I did á not do it because my father was in a bad mood and I was afraid á that he would grumble.",1,",,,,,,,,"
81005,1,8,5,2,24,1,2,7,1,1,1,1,4,4,1,0,2,2,1,1,0,0,0,1,3,1,0,0,2,4,0,3,3,3,0,joy,4,4,810051,My boyfriend returned after a long absence.,1,",,,,,,,,,"
81005,1,8,5,2,24,1,2,7,1,1,2,3,1,4,4,0,0,1,0,0,0,0,0,1,1,3,0,1,4,5,1,2,0,0,0,fear,1,4,810052,My car skidded on the wet street.,1,",,,,,,,,,"
81005,1,8,5,2,24,1,2,7,1,1,3,1,1,2,1,1,2,1,1,0,0,0,0,1,2,3,3,2,2,1,2,1,2,1,1,anger,1,2,810053,"I wanted to see a friend, I had been looking forward to it and á had certain expectations, but he did not pay any attention to me, á played cards with other people.",1,",,,,,,"
81005,1,8,5,2,24,1,2,7,1,1,4,3,4,3,0,2,1,3,1,0,1,0,1,1,3,3,3,3,2,5,2,3,1,3,3,sadness,4,3,810054,A good friend quitted me after he had behaved in a strange á manner.,1,",,,,,,,,,"
81005,1,8,5,2,24,1,2,7,1,1,5,3,2,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,3,3,3,2,0,0,0,disgust,2,3,810055,In broad daylight I saw an untidy old man pissing and playing á with his penis in the middle of the town.,1,",,,,,,,,,"
81005,1,8,5,2,24,1,2,7,1,1,6,2,1,4,2,1,2,2,0,0,1,0,3,1,2,3,3,1,1,5,3,1,1,3,2,shame,1,4,810056,Somebody who knows me very well discovered that I had told him a á lie.,1,",,,,,,,,,"
81005,1,8,5,2,24,1,2,7,1,1,7,1,3,2,1,0,0,0,0,0,0,0,0,3,2,1,2,1,1,3,3,1,1,0,0,guilt,3,2,810057,"When my boyfriend was away, I flirted with his best friend; I á felt guilty the next day.",1,",,,,,,,,"
81006,1,8,6,2,22,1,2,8,1,1,4,4,4,3,1,1,1,4,1,0,1,0,0,2,1,3,3,2,4,2,0,1,0,0,2,sadness,4,3,810064,"My favourite horse died. We had tried our best to save him, but á it was hopeless, he had to be shot.",1,",,,,,,,"
81006,1,8,6,2,22,1,2,8,1,1,5,3,3,3,1,1,0,2,0,0,0,0,0,1,1,3,2,1,3,1,0,0,0,3,1,disgust,3,3,810065,I read a book about the sexual phantasies of women; I read about á a woman having sexual intercourse with a dog.,1,",,,,,,,,,"
81006,1,8,6,2,22,1,2,8,1,1,6,3,1,3,2,0,1,2,1,0,0,0,1,2,2,3,0,0,1,5,1,1,1,1,0,shame,1,3,810066,In our flat the bath-tub is in the kitchen. At the beginning I á had very intensive feelings of shame when I had a bath and people á were in the kitchen.,1,",,,,,,,,,"
81006,1,8,6,2,22,1,2,8,1,1,7,2,4,2,2,0,0,2,1,0,0,0,2,1,2,3,2,2,1,2,1,0,1,2,0,guilt,4,2,810067,"I had to take care of the plants of a friend of mine for several á weeks. I watered them, but let them stand in a cold room so that á two of them perished.",1,",,,,,,,,"
81007,1,8,7,1,23,2,1,2,0,1,1,1,2,4,0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,5,0,0,3,3,0,joy,2,4,810071,When I met a good friend after a long time. We had had a quarrel á but after two weeks I was really glad to see him again.,1,",,,,,,,,,"
81007,1,8,7,1,23,2,1,2,0,1,2,4,4,4,0,0,0,1,0,0,0,1,0,1,1,3,0,1,1,5,3,0,1,0,0,fear,4,4,810072,"When we stayed in Vienna with our class, my friend and I behaved á incorrectly. Our teacher threatened us with exclusion from á school.",1,",,,,,,,,"
81007,1,8,7,1,23,2,1,2,0,1,3,3,4,4,0,0,0,0,0,0,0,1,0,1,1,3,3,2,4,5,0,0,3,1,0,anger,4,4,810073,When I lost my driving license because I had been driving while á under the influence of alcool.,1,",,,,,,,,,"
81007,1,8,7,1,23,2,1,2,0,1,4,3,4,4,0,0,0,1,0,0,1,0,1,2,1,3,3,3,4,1,0,0,0,0,1,sadness,4,4,810074,My mother's death.,1,",,,,,,,,,"
81007,1,8,7,1,23,2,1,2,0,1,5,4,1,3,3,0,0,0,1,0,0,0,2,1,2,3,0,0,4,4,0,2,3,0,0,disgust,1,3,810075,When I entered the dissecting room for the first time. I think I á felt disgusted mainly because of the bad smell of formaline.,1,",,,,,,,,,"
81007,1,8,7,1,23,2,1,2,0,1,6,4,3,3,1,0,2,0,0,0,0,1,0,2,1,3,0,0,2,3,2,0,2,1,0,shame,3,3,810076,I think I felt ashamed for the first time when I entered a night á club.,1,",,,,,,,,,"
81007,1,8,7,1,23,2,1,2,0,1,7,4,3,3,3,1,0,0,0,0,0,1,1,1,1,3,0,2,1,2,3,0,0,0,1,guilt,3,3,810077,"During a ski tour with a friend, we two had drunk too much. When á we went down the slope on ski, I lost my friend who had lost his á way. I thought that something must have happened to him (he á finally arrived but after a very long time).",1,",,,,,,,"
81008,1,8,8,2,26,2,2,5,6,1,1,3,4,4,1,0,1,2,0,1,1,0,0,1,1,1,1,0,2,4,0,3,3,0,1,joy,4,4,810081,My father stayed abroad for one year. He does not like to write á letters because he makes ortographic mistakes. I never had a good á relation to him. He wrote me a letter in which he said that he á loved me.,1,",,,,,,,,,"
81008,1,8,8,2,26,2,2,5,6,1,2,4,4,4,2,1,1,0,1,0,0,0,0,2,0,3,3,3,2,1,0,1,1,0,1,fear,4,4,810082,"When I was a child, I was always afraid of my father. Just when á he looked at me, I felt frightened.",1,",,,,,,,"
81008,1,8,8,2,26,2,2,5,6,1,3,2,3,3,1,0,0,1,0,0,0,1,2,2,1,3,2,2,2,3,2,2,1,1,0,anger,3,3,810083,A colleague asked me to study with her. I could not explain á things as perfectly as she had expected. So she reacted in an á aggressive manner.,1,",,,,,,,,,"
81008,1,8,8,2,26,2,2,5,6,1,4,1,4,4,2,1,0,1,0,0,1,0,0,2,1,3,3,3,2,2,0,1,1,0,2,sadness,4,4,810084,"During the Christmas holidays, I went to see my parents and á stayed with them for two weeks. After two or three days, we had á the same conflicts we had had ten years before when I had lived á with them. They were glad when I left.",1,",,,,,,,"
81008,1,8,8,2,26,2,2,5,6,1,5,1,1,2,0,1,1,0,1,0,0,0,0,3,1,3,3,0,4,2,2,1,0,0,1,disgust,1,2,810085,"Old man in hospital, hollow-cheeked, only one half of his nose á and glass-eye, rattling breath.",1,",,,,,,"
81008,1,8,8,2,26,2,2,5,6,1,6,4,2,3,1,0,2,1,0,0,0,0,0,3,1,3,2,0,2,3,0,2,1,0,0,shame,2,3,810086,When my father came into the bathroom and saw me standing there á naked.,1,",,,,,,,,,"
81008,1,8,8,2,26,2,2,5,6,1,7,3,4,4,0,1,2,2,1,0,0,0,0,3,1,1,3,0,4,2,3,3,3,0,1,guilt,4,4,810087,"I live with my boyfriend, we have a close relationship, I fell in á love with another man.",1,",,,,,,,"
81009,1,8,9,1,24,2,2,9,1,1,1,1,1,3,0,0,1,1,1,1,0,0,0,1,2,1,2,1,4,4,1,3,3,1,0,joy,1,3,810091,When I met my girlfriend - I had not counted on that.,1,",,,,,,,,,"
81009,1,8,9,1,24,2,2,9,1,1,2,2,2,3,1,1,0,0,0,0,0,0,0,3,1,3,3,3,3,1,1,0,0,0,1,fear,2,3,810092,"One night I had a feeling that somebody was stealing my car, á but I was too frightened to go and see.",1,",,,,,,,,"
81009,1,8,9,1,24,2,2,9,1,1,3,1,1,2,3,0,0,1,0,0,0,0,0,1,1,3,3,3,2,2,1,2,1,0,0,anger,1,2,810093,When we rearranged furniture in our flat and got stuck in a á chair.,1,",,,,,,,,,"
81009,1,8,9,1,24,2,2,9,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,2,1,3,1,0,4,1,1,2,0,0,0,sadness,4,4,810094,A person died (not really a friend).,1,",,,,,,,,,"
81009,1,8,9,1,24,2,2,9,1,1,5,2,4,3,2,1,0,0,0,0,0,0,0,1,1,3,3,3,2,1,0,1,1,0,1,disgust,4,3,810095,"Several weeks ago, I had problems with friends, I felt disgusted á by a friend.",1,",,,,,,,"
81009,1,8,9,1,24,2,2,9,1,1,6,4,4,3,2,2,1,0,0,0,0,1,0,3,1,3,3,3,3,1,0,1,1,0,2,shame,4,3,810096,"When I was a child, I thought that I had to be ashamed when á asking and doing certain forbidden things.",1,",,,,,,,,"
81009,1,8,9,1,24,2,2,9,1,1,7,1,1,1,0,1,0,0,0,0,0,0,0,2,1,3,3,2,2,1,0,1,0,0,1,guilt,1,1,810097,When quarreling with friends.,1,",,,,,,,,,"
81010,1,8,10,1,23,2,2,6,1,1,1,3,1,4,2,0,0,2,1,0,1,0,0,1,1,1,0,0,1,1,0,3,0,1,1,joy,1,4,810101,"In Southern Tyrol, I was gathering apples, it was a fine day, I á was not thinking about anything, I felt an overwhelming joy.",1,",,,,,"
81010,1,8,10,1,23,2,2,6,1,1,2,4,2,4,2,0,0,1,0,0,1,0,0,1,1,3,3,1,1,2,0,2,3,1,1,fear,2,4,810102,"My girlfriend and I slept in a lonely hut (we had drunk alcool). á Suddenly some soil fell on us, then some water. Although we tried á hard, we could not find out the cause.",1,",,,,,,,"
81010,1,8,10,1,23,2,2,6,1,1,3,2,1,3,2,1,0,3,0,0,0,0,2,1,1,3,3,0,2,5,0,2,2,2,1,anger,1,3,810103,I helped my little sister (13 years) learning mathematics. á Obviously she did not want to understand what I explained and á started to cry. I grew angry.,1,",,,,,,,,,"
81010,1,8,10,1,23,2,2,6,1,1,4,3,4,4,2,1,2,3,0,0,1,0,1,2,1,3,3,0,4,5,0,3,3,3,2,sadness,4,4,810104,When my girlfriend told me that she wanted to leave me.,1,",,,,,,,,,"
81010,1,8,10,1,23,2,2,6,1,1,5,1,1,2,1,0,0,1,0,0,1,0,0,1,1,2,2,0,3,4,0,2,2,2,1,disgust,1,2,810105,"On a trip I passed by a cellulose factory. It was a fine day, á beautiful landscape; I observed this factory with disgust.",1,",,,,,,,,"
81010,1,8,10,1,23,2,2,6,1,1,6,4,1,2,1,0,0,2,1,0,0,0,0,3,3,3,2,0,1,5,0,3,3,0,0,shame,1,2,810106,"When I went to a sauna with my father for the first time (I was á 16). When I entered the sauna naked, I felt ashamed for a short á time.",1,",,,,,,,,"
81010,1,8,10,1,23,2,2,6,1,1,7,1,3,2,0,1,0,2,0,1,0,0,0,2,2,3,2,0,1,5,0,2,2,0,1,guilt,3,2,810107,"I came home from a discotheque at half past four in the morning, á although I had promised my parents to come home at midnight. From á 3 a.m. I felt guilty towards my parents.",1,",,,,,,,,"
81011,1,8,11,2,27,0,0,8,1,1,1,1,3,4,1,0,1,4,1,1,1,0,2,1,2,1,1,1,2,5,1,3,3,3,1,joy,3,4,810111,A friend I had missed very much came to see me unexpectedly.,1,",,,,,,,,,"
